match_key,career_match_index,career_stage,season,season_match_number,season_stage,date,day_of_week,week_of_season,days_since_last_match,is_back_to_back,match_density_3days,match_no,total_matches_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_seq,opponent,opponent_slug,season_opponent_seq,is_repeat_opponent,rivalry,deaf_school,match_type,game_importance,game_importance_score,event_name,milestone_flag,set_scores,set_count,set_result,set_diff,result,location,forfeited,injured,sick,comeback_win,revenge_match,redemption_game,highlight_match,birthday_match,is_conference,is_playoffs,is_tournament,is_championship,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,did_play,played_all_sets,favorite_match,stats_available,personal_performance_score,personal_performance_score_norm100,personal_performance_score_norm01,personal_performance_per_set,personal_performance_per_set_norm100,personal_performance_per_set_norm01,season_avg_performance_score,season_avg_performance_score_norm100,season_avg_performance_score_norm01,personal_performance_percentile,personal_performance_percentile_norm01,performance_brilliance_score,performance_brilliance_score_norm100,performance_brilliance_score_norm01,performance_label,fan_excitement,game_rating,clutch_factor,clutch_performance_flag,below_avg_performance,form_trend_label,efficiency_score,offensive_focus_score,defensive_impact_score,zero_stat_match,season_highs_flags,career_highs_flags,record_breaker_flag,best_performance_of_season,best_match_of_season,heartbreaker,dominant_sweep,momentum_swing,deciding_set_win,deciding_set_loss,bounceback_win,opponent_strength_tier,upset_victory,predictable_match,team_needed_win,energy_boost_game,confidence_boost_game,high_impact_win,offense_dominant_match,defense_dominant_match,balanced_match,low_error_game,win_streak,loss_streak,prev_result,prev_percentile,prev_win_streak,prev_loss_streak,was_set_swept,swept_opponent,deciding_set_played,sets_played,kills_attacking,kills_per_set_attacking,kill_pct_attacking,kill_att_attacking,kill_err_attacking,hit_pct_attacking,assists_ball_handling,assists_per_set_ball_handling,ball_handling_att_ball_handling,ball_handling_err_ball_handling,solo_blks_blocking,assisted_blks_blocking,total_blks_blocking,blks_per_set_blocking,blk_err_blocking,digs_digging,dig_err_digging,digs_per_set_digging,receiving_serve_receiving,receiving_err_serve_receiving,receiving_per_set_serve_receiving,aces_serving,aces_per_set_serving,ace_pct_serving,serve_att_serving,serve_err_serving,serve_pct_serving,points_serving,maxpreps
SO_09-21_GCA_1,44.0,mid,SO,11,early,2017-09-21,Thursday,4,2,False,2,1,1,False,,,1,Grace Christian Academy,GCA,1,False,False,False,regular,low,0,,,"25-20,25-16,25-11",3,3-0,3,W,away,False,False,False,False,False,False,False,True,False,False,False,False,75,47,0.23,False,False,True,True,False,True,819.9,66.7,0.667,273.3,20.6,0.206,572.11,0.0,0.0,84.8,0.848,4,33.3,0.333,QUIET,0.2,1.43,0.0,False,False,UP,204.98,0.971,10.0,False,points_serving,,False,False,False,False,True,False,False,False,False,Low,False,False,False,True,True,False,True,True,True,False,1,0,L,6.061,0.0,1.0,False,True,False,3.0,8.0,2.7,66.7,12.0,0.0,0.667,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.3,20.0,2.0,6.7,2.0,0.7,14.3,14.0,1.0,92.9,0.0,https://www.maxpreps.com/games/09-21-2017/volleyball-17/grace-christian-academy-vs-model-secondary-school-for-the-deaf.htm?c=6iQcV7vUBku93iL_EBh5cg#tab=box-score&schoolid=
SO_09-23_SIDWELL_1,46.0,mid,SO,14,mid,2017-09-23,Saturday,4,0,False,5,1,4,True,True,False,1,Sidwell Friends,SIDWELL,1,False,False,False,regular,low,0,Model Invitational 2017,,"25-14,21-25,15-13",3,1-2,-1,L,home,False,False,False,False,False,False,False,False,False,False,True,False,52,61,-0.08,False,True,True,True,False,True,266.4,15.1,0.151,88.8,3.4,0.034,572.11,0.0,0.0,15.2,0.152,3,25.0,0.25,QUIET,1.7,0.47,0.0,False,True,FLAT,33.3,0.961,6.33,False,points_serving,,False,False,False,False,False,False,False,True,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,84.848,1.0,0.0,False,False,True,3.0,4.0,1.3,25.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,10.0,2.0,3.3,0.0,0.0,0.0,4.0,1.0,75.0,0.0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=RHS_XupWN0aw0EUBp_7UvQ#tab=box-score&schoolid=
SO_09-23_KAA_2,45.0,mid,SO,15,mid,2017-09-23,Saturday,4,0,False,5,2,4,True,False,False,1,King Abdullah Academy,KAA,1,False,False,False,regular,low,0,Model Invitational 2017,,"25-22,16-25,15-12",3,2-1,1,W,home,False,False,False,False,False,True,False,False,False,False,True,False,56,59,-0.026,False,False,True,True,False,True,445.0,31.7,0.317,148.33,8.9,0.089,572.11,0.0,0.0,45.5,0.455,3,25.0,0.25,QUIET,2.4,0.78,0.0,False,True,FLAT,49.44,0.96,9.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,1,0,L,15.152,0.0,1.0,False,False,True,3.0,8.0,2.7,23.5,34.0,6.0,0.059,1.0,0.3,0.0,0.0,0.0,1.0,1.0,0.3,1.0,15.0,0.0,5.0,12.0,1.0,4.0,2.0,0.7,22.2,9.0,1.0,88.9,0.0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=98zdz76AtE2OsGyZS2GxxA
SO_09-23_HAYNES_3,48.0,mid,SO,13,mid,2017-09-23,Saturday,4,0,False,5,3,4,True,False,False,1,E.L. Haynes,HAYNES,1,False,False,False,regular,low,0,Model Invitational 2017,,"25-7,25-14",2,2-0,2,W,home,False,False,False,False,False,False,False,False,False,False,True,False,50,21,0.408,False,False,True,True,False,True,394.8,27.1,0.271,197.4,13.5,0.135,572.11,0.0,0.0,36.4,0.364,3,25.0,0.25,QUIET,0.6,0.69,0.0,False,True,FLAT,78.96,0.952,12.5,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,2,0,W,45.455,1.0,0.0,False,True,False,2.0,4.0,2.0,23.5,17.0,2.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.5,14.0,1.0,7.0,1.0,0.5,16.7,6.0,1.0,83.3,0.0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/el-haynes-vs-model-secondary-school-for-the-deaf.htm?c=cynbtw0G0UG9n-coKiZarQ
SO_09-23_WILSON_4,47.0,mid,SO,12,early,2017-09-23,Saturday,4,2,False,5,4,4,True,False,True,1,Woodrow Wilson,WILSON,1,False,False,False,regular,low,0,Model Invitational 2017,,"8-25,19-25",2,0-2,-2,L,home,False,False,False,False,False,False,False,False,False,False,True,False,50,27,0.299,False,True,True,True,False,True,761.3,61.2,0.612,380.65,30.6,0.306,572.11,0.0,0.0,69.7,0.697,3,25.0,0.25,QUIET,0.6,1.33,0.0,False,False,UP,761.3,0.977,9.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,True,0,1,W,36.364,2.0,0.0,True,False,False,2.0,5.0,2.5,55.6,9.0,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.5,7.0,0.0,3.5,2.0,1.0,22.2,9.0,0.0,100.0,0.0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=x_o0b4vbv0qqMUYXQm1IBw
SO_09-26_CL_1,49.0,mid,SO,16,mid,2017-09-26,Tuesday,5,3,False,1,1,1,False,,,1,Covenant Life,CL,1,False,True,False,regular,low,0,,,"25-20,21-25,18-25,5-25",4,1-3,-2,L,away,False,False,False,False,False,False,False,False,False,False,False,False,95,69,0.159,False,True,True,False,False,True,441.0,31.4,0.314,147.0,8.8,0.088,572.11,0.0,0.0,42.4,0.424,3,25.0,0.25,QUIET,0.7,0.77,0.0,False,True,FLAT,27.56,0.936,16.67,False,points_serving;digs_digging,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,2,L,69.697,0.0,1.0,False,False,False,3.0,15.0,5.0,30.0,50.0,7.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,0.0,26.0,0.0,8.7,24.0,6.0,8.0,1.0,0.3,11.1,9.0,2.0,77.8,0.0,https://www.maxpreps.com/games/09-26-2017/volleyball-17/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=MH9f-mHZHUO8KB0Yr88X_Q
SO_09-28_SJDS_1,50.0,mid,SO,17,mid,2017-09-28,Thursday,5,2,False,2,1,1,False,,,1,Smith Jewish Day School,SJDS,1,False,False,False,regular,low,0,,,"25-11,25-9,25-18",3,3-0,3,W,away,False,False,False,False,False,False,False,False,True,False,False,False,75,38,0.327,False,False,True,True,False,True,809.6,65.8,0.658,269.87,20.3,0.203,572.11,0.0,0.0,81.8,0.818,4,33.3,0.333,QUIET,0.0,1.42,0.0,False,False,UP,134.93,0.987,5.33,False,points_serving,,False,False,False,False,True,True,False,False,True,Low,False,False,False,True,False,False,True,True,True,False,1,0,L,42.424,0.0,2.0,False,True,False,3.0,13.0,4.3,59.1,22.0,4.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7,8.0,0.0,2.7,3.0,1.0,23.1,13.0,1.0,92.3,0.0,https://www.maxpreps.com/games/09-28-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-smith-jewish-day-school.htm?c=dlMsvqtOiU2j73ldjH2LDA
SO_10-03_WIS_1,51.0,mid,SO,18,mid,2017-10-03,Tuesday,6,5,False,1,1,1,False,,,1,Washington International,WIS,1,False,True,False,regular,low,0,,,"27-29,25-21,16-25,24-26",4,1-3,-2,L,away,False,False,False,False,False,False,False,False,True,False,False,False,101,92,0.047,False,True,True,True,False,True,584.6,44.8,0.448,146.15,8.7,0.087,572.11,0.0,0.0,57.6,0.576,9,75.0,0.75,ICONIC,0.9,1.02,0.0,False,False,FLAT,58.46,0.943,11.75,False,kills_attacking;points_serving,kills_attacking,True,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,81.818,1.0,0.0,False,False,False,4.0,21.0,5.3,35.6,59.0,4.0,0.288,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,27.0,3.0,6.8,3.0,0.8,20.0,15.0,2.0,86.7,0.0,https://www.maxpreps.com/games/10-03-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=jrstwNpaT0GWB17JC1LkMQ
SO_10-06_TSD_1,54.0,mid,SO,20,mid,2017-10-06,Friday,6,0,False,4,1,4,True,True,False,1,Texas School for the Deaf,TSD,1,False,False,True,regular,low,0,SpikeOut 2017 @ Maryland,,"13-25,10-25",2,0-2,-2,L,neutral,False,False,False,False,False,False,False,False,False,False,True,False,50,23,0.37,False,True,True,False,False,True,337.8,21.7,0.217,112.6,5.6,0.056,572.11,0.0,0.0,24.2,0.242,3,25.0,0.25,QUIET,0.6,0.59,0.0,False,True,DOWN,56.3,0.947,8.33,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,2,L,57.576,0.0,1.0,True,False,False,3.0,8.0,2.7,30.8,26.0,4.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.7,11.0,0.0,3.7,0.0,0.0,0.0,10.0,1.0,90.0,0.0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=gxcwFT9oGkmglyPAEnMJeQ
SO_10-06_MSD_2,55.0,mid,SO,21,mid,2017-10-06,Friday,6,0,False,4,2,4,True,False,False,1,Maryland School for the Deaf,MSD,1,False,True,True,regular,low,0,SpikeOut 2017 @ Maryland,,"21-25,19-25",2,0-2,-2,L,neutral,False,False,False,False,False,False,False,False,False,False,True,False,50,40,0.111,False,True,True,False,False,True,439.1,31.2,0.312,146.37,8.8,0.088,572.11,0.0,0.0,39.4,0.394,3,25.0,0.25,QUIET,1.4,0.77,0.0,False,True,FLAT,62.73,0.962,8.67,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,3,L,24.242,0.0,2.0,True,False,False,3.0,9.0,3.0,40.9,22.0,3.0,0.273,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,15.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=Mf8qEjwq6k-qnIN5HvixWw
SO_10-06_CSDR_3,52.0,mid,SO,22,mid,2017-10-06,Friday,6,0,False,4,3,4,True,False,False,1,California School for the Deaf-Riverside,CSDR,1,False,False,True,regular,low,0,SpikeOut 2017 @ Maryland,,"20-25,25-20,15-7",3,2-1,1,W,neutral,False,False,False,True,False,True,False,False,False,False,True,False,60,52,0.071,False,False,True,False,False,True,104.8,0.0,0.0,52.4,0.0,0.0,572.11,0.0,0.0,3.0,0.03,3,25.0,0.25,QUIET,3.3,0.18,0.0,False,True,DOWN,14.97,0.935,7.5,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,1,0,L,39.394,0.0,3.0,False,False,True,2.0,2.0,1.0,9.5,21.0,6.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,11.0,0.0,5.5,0.0,0.0,0.0,2.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=00ZR6rrHq0Kljg4epxysZQ
SO_10-06_CSDF_4,53.0,mid,SO,19,mid,2017-10-06,Friday,6,3,False,4,4,4,True,False,True,1,California School for the Deaf,CSDF,1,False,False,True,regular,low,0,SpikeOut 2017 @ Maryland,,"25-19,25-20,9-15",3,1-2,-1,L,neutral,False,False,False,False,False,False,False,False,False,False,True,False,54,59,-0.044,False,True,True,False,False,True,380.1,25.7,0.257,190.05,12.8,0.128,572.11,0.0,0.0,33.3,0.333,3,25.0,0.25,QUIET,1.7,0.66,0.0,False,True,FLAT,76.02,0.967,10.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,3.03,1.0,0.0,False,False,True,2.0,2.0,1.0,13.3,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,15.0,1.0,7.5,2.0,1.0,28.6,7.0,1.0,85.7,0.0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=bdN5cNz-DU6SN0Ncuha9aA
SO_10-07_CSDR_1,56.0,mid,SO,25,late,2017-10-07,Saturday,6,0,False,7,1,3,True,True,False,1,California School for the Deaf-Riverside,CSDR,2,True,False,True,regular,low,0,SpikeOut 2017 @ Maryland,,"25-20,19-25,9-15",3,1-2,-1,L,neutral,False,False,False,False,False,False,False,False,False,False,True,False,60,53,0.062,False,True,True,True,False,True,198.8,8.8,0.088,66.27,1.3,0.013,572.11,0.0,0.0,9.1,0.091,3,25.0,0.25,QUIET,1.7,0.35,0.0,False,True,FLAT,15.29,0.931,9.33,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,True,False,False,False,False,True,True,True,False,0,2,L,33.333,0.0,1.0,False,False,True,3.0,6.0,2.0,17.6,34.0,8.0,-0.059,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,15.0,0.0,5.0,13.0,2.0,4.3,0.0,0.0,0.0,11.0,2.0,81.8,0.0,https://www.maxpreps.com/games/10-07-2017/volleyball-17/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=paUazO1QJkO9ZedkCKvkeg#tab=box-score&schoolid=
SO_10-07_ISD_2,58.0,mid,SO,24,mid,2017-10-07,Saturday,6,0,False,7,2,3,True,False,False,1,Indiana School for the Deaf,ISD,1,False,False,True,regular,low,0,SpikeOut 2017 @ Maryland,,"14-25,17-25",2,0-2,-2,L,neutral,False,False,False,False,False,False,False,False,False,False,True,False,50,31,0.235,False,True,True,True,False,True,361.0,23.9,0.239,180.5,11.9,0.119,572.11,0.0,0.0,27.3,0.273,3,25.0,0.25,QUIET,0.6,0.63,0.0,False,True,FLAT,45.12,0.97,10.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,3,L,9.091,0.0,2.0,True,False,False,2.0,5.0,2.5,22.7,22.0,4.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.5,13.0,2.0,6.5,1.0,0.5,14.3,7.0,1.0,85.7,0.0,https://www.maxpreps.com/games/10-07-2017/volleyball-17/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=BX9GBKTUVU6seVpehhWDvw#tab=box-score&schoolid=
SO_10-07_CSDF_3,57.0,mid,SO,23,mid,2017-10-07,Saturday,6,1,True,7,3,3,True,False,True,1,California School for the Deaf,CSDF,2,True,False,True,regular,low,0,SpikeOut 2017 @ Maryland,,"17-25,25-21,10-15",3,1-2,-1,L,neutral,False,False,False,False,False,False,False,False,False,False,True,False,61,52,0.08,False,True,True,True,False,True,363.0,24.1,0.241,121.0,6.4,0.064,572.11,0.0,0.0,30.3,0.303,3,25.0,0.25,QUIET,1.7,0.63,0.0,False,True,UP,40.33,0.948,9.67,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,True,False,False,False,False,True,True,True,False,0,4,L,27.273,0.0,3.0,False,False,True,3.0,6.0,2.0,26.1,23.0,3.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,11.0,3.0,3.7,1.0,0.3,9.1,11.0,2.0,81.8,0.0,https://www.maxpreps.com/games/10-07-2017/volleyball-17/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=CIFqlGLbYUSJTqp2kWgLpQ#tab=box-score&schoolid=
SO_10-10_BURKE_1,59.0,mid,SO,26,late,2017-10-10,Tuesday,7,3,False,1,1,1,False,,,1,Burke,BURKE,1,False,False,False,regular,low,0,,,"25-13,25-13,26-24",3,3-0,3,W,home,False,False,False,False,False,False,False,False,True,False,False,False,76,50,0.206,False,False,True,True,False,True,527.0,39.4,0.394,175.67,11.5,0.115,572.11,0.0,0.0,51.5,0.515,3,25.0,0.25,QUIET,0.0,0.92,0.0,False,True,UP,105.4,0.97,7.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,1,0,L,30.303,0.0,4.0,False,True,False,3.0,4.0,1.3,23.5,17.0,3.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,10.0,1.0,3.3,3.0,1.0,33.3,9.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-10-2017/volleyball-17/burke-vs-model-secondary-school-for-the-deaf.htm?c=qRN855amgEGJuhLVyPzHdg#tab=box-score&schoolid=
SO_10-12_CGC_1,60.0,mid,SO,27,late,2017-10-12,Thursday,7,2,False,2,1,1,False,,,1,Clinton Grace Christian,CGC,1,False,False,False,regular,low,0,,,"25-8,26-24,25-16",3,3-0,3,W,away,False,False,False,False,False,False,False,False,False,False,False,False,76,48,0.226,False,False,True,False,False,True,1124.5,95.1,0.951,1124.5,100.0,1.0,572.11,0.0,0.0,97.0,0.97,12,100.0,1.0,ICONIC,0.0,1.97,0.0,False,False,UP,1124.5,0.997,4.0,False,points_serving;personal_performance_per_set,personal_performance_per_set,True,False,True,False,True,False,False,False,False,Low,False,False,False,False,False,True,True,True,True,True,2,0,W,51.515,1.0,0.0,False,True,False,1.0,2.0,2.0,66.7,3.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,5.0,55.6,9.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-12-2017/volleyball-17/clinton-grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=y9w5ED6PvUiDFWFn1eR4IQ#tab=box-score&schoolid=
SO_10-14_BELL_1,61.0,mid,SO,28,late,2017-10-14,Saturday,7,2,False,2,1,1,False,,,1,Bell,BELL,1,False,False,False,regular,low,0,,,"25-8,25-18,25-15",3,3-0,3,W,home,False,False,False,False,False,False,False,False,False,False,False,False,75,41,0.293,False,False,True,True,False,True,807.8,65.6,0.656,269.27,20.2,0.202,572.11,0.0,0.0,78.8,0.788,3,25.0,0.25,QUIET,0.0,1.41,0.0,False,False,FLAT,269.27,0.991,3.0,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,False,False,True,3,0,W,96.97,2.0,0.0,False,True,False,3.0,5.0,1.7,38.5,13.0,1.0,0.308,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,5.0,0.0,1.7,6.0,2.0,50.0,12.0,1.0,91.7,0.0,https://www.maxpreps.com/games/10-14-2017/volleyball-17/bell-vs-model-secondary-school-for-the-deaf.htm?c=c9OwnbMPjUCLQC3kcrOvDQ#tab=box-score&schoolid=
SO_10-17_FIELD_1,62.0,mid,SO,29,late,2017-10-17,Tuesday,8,3,False,1,1,1,False,,,1,Field,FIELD,1,False,False,False,regular,low,0,,,"25-4,25-18,25-15",3,3-0,3,W,home,False,False,False,False,False,False,False,False,True,False,False,False,75,37,0.339,False,False,True,True,False,True,884.5,72.7,0.727,294.83,22.6,0.226,572.11,0.0,0.0,87.9,0.879,6,50.0,0.5,SOLID,0.0,1.55,0.0,False,False,FLAT,294.83,0.986,5.33,False,aces_serving;points_serving,,False,False,False,False,True,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,True,4,0,W,78.788,3.0,0.0,False,True,False,3.0,7.0,2.3,38.9,18.0,2.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,12.0,0.0,4.0,12.0,4.0,57.1,21.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-17-2017/volleyball-17/field-vs-model-secondary-school-for-the-deaf.htm?c=8w7Gs_HmcUyUJ_S9f3kqHw#tab=box-score&schoolid=
SO_10-18_BIHS_1,63.0,mid,SO,30,late,2017-10-18,Wednesday,8,1,True,2,1,1,False,,,1,Bishop Ireton,BIHS,1,False,False,False,regular,low,0,,,"13-25,9-25,24-26",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,False,False,False,False,76,46,0.246,False,True,True,True,False,True,314.1,19.5,0.195,104.7,4.9,0.049,572.11,0.0,0.0,21.2,0.212,3,25.0,0.25,QUIET,0.0,0.55,0.0,False,True,DOWN,39.26,0.966,6.67,False,points_serving,,False,False,False,False,False,True,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,1,W,87.879,4.0,0.0,True,False,False,3.0,9.0,3.0,29.0,31.0,4.0,0.161,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,6.0,0.0,2.0,14.0,2.0,4.7,0.0,0.0,0.0,5.0,1.0,80.0,0.0,https://www.maxpreps.com/games/10-18-2017/volleyball-17/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=ewkFjQ4ws0izvro7VJS3Mw#tab=box-score&schoolid=
SO_10-20_KAA_1,64.0,mid,SO,31,late,2017-10-20,Friday,8,2,False,2,1,1,False,,,1,King Abdullah Academy,KAA,2,True,False,False,regular,low,0,,,"15-25,12-25,14-25",3,0-3,-3,L,away,False,False,False,False,False,False,False,False,False,False,False,False,75,41,0.293,False,True,True,True,False,True,260.1,14.5,0.145,86.7,3.2,0.032,572.11,0.0,0.0,12.1,0.121,3,25.0,0.25,QUIET,0.0,0.45,0.0,False,True,DOWN,26.01,0.897,13.33,False,points_serving,,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,False,False,True,True,True,False,0,2,L,21.212,0.0,1.0,True,False,False,3.0,3.0,1.0,9.4,32.0,7.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,25.0,1.0,8.3,1.0,0.3,16.7,6.0,1.0,83.3,0.0,https://www.maxpreps.com/games/10-20-2017/volleyball-17/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=TKdaUiuchkKoNHv-qxDIgw#tab=box-score&schoolid=
SO_10-23_WCA_1,65.0,mid,SO,32,late,2017-10-23,Monday,8,3,False,1,1,1,False,,,1,Washington Christian Academy,WCA,2,True,False,False,playoff,high,2,PVAC Tournament Quarterfinals,,"25-13,25-12,25-16",3,3-0,3,W,home,False,False,False,False,False,False,False,False,True,True,True,False,75,41,0.293,False,False,True,True,False,True,765.4,61.6,0.616,255.13,18.9,0.189,572.11,0.0,0.0,72.7,0.727,3,25.0,0.25,QUIET,4.3,1.34,1530.8,False,False,UP,109.34,0.98,8.0,False,points_serving,,False,False,False,False,False,True,False,False,True,High,False,False,False,False,True,True,True,True,True,False,1,0,L,12.121,0.0,2.0,False,True,False,3.0,13.0,4.3,54.2,24.0,3.0,0.417,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3,17.0,3.0,5.7,3.0,1.0,23.1,13.0,0.0,100.0,0.0,https://www.maxpreps.com/games/10-23-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=TqhVQMTbjkSmgW_8cVZouA#tab=box-score&schoolid=
SO_10-25_BURKE_1,66.0,mid,SO,33,late,2017-10-25,Wednesday,9,2,False,2,1,1,False,,,1,Burke,BURKE,2,True,False,False,playoff,high,2,PVAC Tournament Semifinals,,"25-14,25-17,25-19",3,3-0,3,W,home,False,False,False,False,False,False,False,False,True,True,True,False,75,50,0.2,False,False,True,True,False,True,612.6,47.4,0.474,204.2,14.2,0.142,572.11,0.0,0.0,60.6,0.606,3,25.0,0.25,QUIET,4.3,1.07,1225.2,False,False,FLAT,55.69,0.987,6.67,False,points_serving,,False,False,False,False,False,False,False,False,False,High,False,False,False,False,False,True,True,True,True,False,2,0,W,72.727,1.0,0.0,False,True,False,3.0,10.0,3.3,33.3,30.0,7.0,0.1,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,16.0,2.0,5.3,5.0,1.7,31.3,16.0,1.0,93.8,0.0,https://www.maxpreps.com/games/10-25-2017/volleyball-17/burke-vs-model-secondary-school-for-the-deaf.htm?c=t8WQCuybzE2a7UwSAoYrzQ#tab=box-score&schoolid=
